Pod,Season,Ep,Episode_ID,Film,Release_Date,Length,Length_minutes,Reviewer,Guest,MMM_Count,Thats_Great_Count,Notable_Moments,H_Flex,J_Flex,Kevs_Question,TildaH,TildaJason,TildaGuest,TildaCorey,Chuckle_Hut_Favorites,Show_Link,Artwork_Link,Letterboxd_Link,IMDB_Link
EH,8,242,242,Gravity (2013),45746,0.07326388888888889,"=G254/TIME(0,0,60)",birria,Sara Beykpour,26,9,"Good talk with Sara about starting your own company and project management at Google
- Sara's news aggregator Particle sounds cool
- Andor news - Trailer 2
- More tennis meltdown talk from Haitch
- 2nd Alfonso Cuarón film covered with Sara (Children of Men)
- The CG in this movie is incredible. Especially the zero-G stuff. The face-plates, breath steam, etc is all 100% CG
- The Newtonian physics of Clooney's death don't make any sense at all (other than serving the narrative). ""There will be no sproing-ing"" - Jason. Sara - this is like Jack and Rose at the end of Titanic
- Letters - Bog Pod (trapped in a cave), Mr Java (Bowie cover), Animal Mother, Truthsayer (Truthsayer #100!), Kev, Corey (with the ATB crew)",N/A,N/A,Would you rather be in deep space or the deep ocean?,the Soyuz,Aningaaq's dying dog,Aningaaq,Just cast her as Gravity,,https://www.patreon.com/posts/gravity-2013-125331747,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1743118375133-07d7475b1f278.jpg,https://letterboxd.com/film/gravity-2013/,https://www.imdb.com/title/tt1454468/?ref_=ext_shr_lnk
EH,8,243,243,BONUS: Andor Season 1 Rewatch Episodes 7-10: One Way Out (2022),45749,0.04494212962962963,"=G255/TIME(0,0,60)",birria,None,18,3,"Greenie Greenie Revnog is fun to say
- Andor in episode 7 with things like the PORD certainly presages our times. We have gone farther towards fascism than the things that are depicted in this arc
- Marva (Fiona Shaw) is incredible in Ep 7 ""You can't stay, and I can't go"" and ""That's just love""
- Serkis - perfectly cast as Kino Loy in this arc, and great hair
- Bix torture scene is tough - Diedra reaches final form in this scene
- Never More than Twelve - these guys know what they're doing
- Episode 10 ""One Way Out"" is the best hour of TV in the last 10 years
- Kino Loy speech hits completely new highs, and Serkis delivers the shit out of it. Then the gut-punch of ""I can't swim""
- Then the Luthen ""Sunless Space"" - God-level writing and perfect performance. This is worth revisiting as many times as you can",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/bonus-andor-1-7-125407948,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1743202389720-bceec68483286.jpg,,https://www.imdb.com/title/tt9253284/?ref_=ext_shr_lnk
EH,8,244,244,District 9 (2009),45753,0.06684027777777778,"=G256/TIME(0,0,60)",birria,Chris Kluwe,22,11,"Chris talks about getting arrested for peaceful disobedience
- Tips for local political engagement - Go to your local city council meetings
- Warcraft talk - Chris is both a professional athlete and an uber nerd
- Tennis Talk - H finally won a set! Chris gives some sports psychology guidance
- The Mockumentary to Action film trajectory of District 9 really works
- This film is more relevant now to Americans than it was in 2009 - The Apartheid allegory resonates in current America
- Movie holds up because this is a perpetual human dilemma - the othering of Aliens
- This is a kick-ass sci-fi movie - where is District 10?
- Letters - Animal Mother, Mr Java (Parody of Toto's Africa), Silly Oswald, Truthsayer (Luthen talks to H about Tennis Sacrifice), Kev, Corey 
- Pod-First - First episode with both Audio and Video release",N/A,N/A,"If Denis Villeneuve could direct a Video Game movie, what should it be?",Wickus,The baby prawn,Wickus' father in law,Wickus' wife,,https://www.patreon.com/posts/district-9-2009-125815174,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1743655547715-1bc2b75225d25.jpg,https://letterboxd.com/film/district-9/,https://www.imdb.com/title/tt1136608/?ref_=ext_shr_lnk
EH,8,245,245,BONUS: Andor Season 1 Rewatch Episodes 11-12: Rix Road (2022),45755,0.04056712962962963,"=G257/TIME(0,0,60)",birria,None,17,8,"The Pod experiment with Video continues.
- B2EMO is fantastic droid design and personality
- Episode 11 has a lot of table setting to get everyone to Rix Road ahead of the big finale
- Luthen - escape from the space troops is inspired Star Wars tech
- Reprise of Nemik's Manifesto: ""And remember this: the Imperial need for control is so desperate because it is so unnatural. Tyranny requires constant effort. It breaks, it leaks. Authority is brittle. Oppression is the mask of fear. Remember that."" 
- ""Remember this, TRY.""
- Marva's final message to Andor is heartbreaking. ""I love him more than anything he could ever do wrong.""
- The marching band is an inspired creation
- Marva Speech - perfection. ""It's easy for the dead to tell you to fight. . . But I tell you this, if I could do it again, I would wake up early and be FIGHTING these bastards from the start""
- Anvil guy is a hero for kicking a storm trooper off the tower
- Can't wait for season 2",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/bonus-andor-1-11-125868316,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1743713157929-b77b1a0814642.jpg,,https://www.imdb.com/title/tt9253284/?ref_=ext_shr_lnk
EH,8,246,246,The Three Musketeers (1973),45767,0.06408564814814814,"=G258/TIME(0,0,60)",birria,Peter Kafka,7,20,"Peter Kafka steps in for Matt Walsh who had a filming conflict
- Talk about Peter's interview with the editor of the NYT. ""Stick Up Your Butt"" is not as good as ""All The News That's Fit To Print""
- Andor next week! Jason is nervous because this coincides with the 2 busiest weeks of his work year
- Jason is streaming WOW on Twitch
- Haitch's synopsis made much more sense than this movie (""This movie could have been a Voicemail""   - Haitch)
- The film was initially pitched to the Beatles to star in this movie
- Jason says Michael York has a weird insectoid head, but a great body
- Oliver Reed - Great in this. Was probably drunk the whole time. 'Clooney levels of Cool"" (Haitch)
- Tons of stars in this - Raquel Welch, Faye Dunaway, Charlton Heston, Christopher Lee, Richard Chamberlain
- Letters - Lizzen (she's back!),  Mr Java (Beastie Boys parody), Animal Mother, Truthsayer, Kev, Corey (a Musketeer has to do with Muskets?)",N/A,Jason talks about inventing Political Podcasting (Blogger RSS Political audio) - predicts that Obama would be the first Black President,"Is there an existing movie that should be split into 2 movies, like the Three Musketeers and Dune?",Constance (Raquel Welch),Cardinal Richelieu,Michael York's D'artagnan,Christopher Lee's Rochefort,,https://www.patreon.com/posts/three-musketeers-126824699,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1744845721506-2a49ee9189265.jpg,https://letterboxd.com/film/the-three-musketeers-1973/,https://www.imdb.com/title/tt0072281/?ref_=ext_shr_lnk
EH,8,247,247,BONUS: Andor Season 2 Ep1-Ep3: Harvest (2022),45770,0.055266203703703706,"=G259/TIME(0,0,60)",Hex,None,16,5,"The boys went to Lucasfilm to see the employee screening of Episodes 1-3 of Andor Season 2
- ""... brutally banal bureaucracy...""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/bonus-andor-2-127326994,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1745456852517-e65668167b632.jpg,,https://www.imdb.com/title/tt9253284/?ref_=ext_shr_lnk
EH,8,248,248,The Last Unicorn (1982),45774,0.07241898148148149,"=G260/TIME(0,0,60)",birria,Meredith Borders,28,12,"Meredith's 10th appearance on the Pod - Official Early 80s Fantasy Movie Chair
- Episode 250 NEXT WEEK!
- Talk about the amazing new movie Sinners from Ryan Coogler
- Last of Us S2E2 talk
- This movie is a DEEP touchstone for many Gen X'ers - 'I know every frame of this movie"" says Jason
- Meredith elicits a very rare septifold MMM while referencing Tolkien - 'Tolkien offers a green alternative to each day's madness in a poisoned world.""
- Jason dives Deep on the Soundtrack
- Midnight Carnival - Mommie Fortuna, Manticore, Harpy (with boobs) - classic Rankin & Bass
- The Boob Tree feels like a revealed preference for the author. Jason calls them ""Horror Boobs""
- Dulick's Division - When the Unicorn turns into a Human
- Letters - Bog Pod, Canadian Target (New voicemailer), Lizzen, Animal Mother, Truthsayer, Kev, Corey, Mr. Java (Magic Man cover)",N/A,N/A,"Out of the cast of Dune, who would you like to be in a big budget Broadway Musical?",The Harpy,The pirate Cat,The unicorn (she really is a unicorn),"Corey didn't like the movie, and forgot to do a Tilda",,https://www.patreon.com/posts/last-unicorn-127397016,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1745536971639-9ecf9e4944d5.jpg,https://letterboxd.com/film/the-last-unicorn/,https://www.imdb.com/title/tt0084237/?ref_=ext_shr_lnk
EH,8,249,249,BONUS: Andor Season 2 Episodes 4-6: Ever Been to Ghorman? (2025),45779,0.06084490740740741,"=G261/TIME(0,0,60)",birria,None,13,8,"We're Back - After some reservations with the 1st arc (1-3), the boys loved 4-6
- Bix/Andor relationship back in the forefront - chemistry is incredible, and it ups the stakes for Andor
- The Score - Demonstrably better in Eps 4-6
- Much more complete view into life on Coruscant - Blade Runner vibes
- Ghorman - Incredible production design, costumes, language - Total French Resistance vibes
- Syril Karn thriving as a mole in the Ghorman Front (With Dedra as handler) ""Fascist Mommy who has her fastidious Sub with a praise kink"" - Jason
- The Tension and Chaos is ramping up, and Luthen is starting to lose it, but Klea is stepping up
- Saw Gerrera arc - Forrest Whitaker is doing the work. This shouldn't work but it does - Huffing Rydo
- Andor under cover on Ghorman - He is looking smooth, and good at playing the part
- Cinta and Vel arc - works with limited minutes on screen. Vel after Cinta death 'This is on you now, this is like skin'
- The Party - Tension totally cranks up with Lonnie, Klea, Luthen, Mon, and Krennic. A great scene
- Bix gets some revenge at the end - Cathartic
- Things are rolling now",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/bonus-andor-2-4-127958411,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1746157999793-9a46a41283c25.jpg,,https://www.imdb.com/title/tt9253284/?ref_=ext_shr_lnk
EH,8,250,250,Episode 250: The Empire Strikes Back (1980),45781,0.09547453703703704,"=G262/TIME(0,0,60)",birria,Jason Concepcion,46,19,"Episode 250# (first episode was May 27, 2020)
- Talk about Jason Concepcion as a pioneer in this type of podcasting
- Jason C does an incredible Imperial Probe Droid impersonation
- This movie brought back the era of the Movie Sequel, and then ROTJ ushers in the era of the Movie Trilogy - a new business paradigm
- This movie turns Vader into the greatest Bad Guy in cinema
- ""I am your father"" - One of the greatest shockers in cinema history
- Han and Leia are the greatest love story
- Duleck's Division - When Luke goes in the Cave
- Letters - First letter for T, Then we go into the #250 Letters segment - Silly (Xray Vision hosts set up What If?), Mr Java (To All The Hosts We've Loved Before song with Animal Mother), Bog Pod (by birria), Animal Mother (by Lizzen), Lizzen (by Ethan), Truthsayer (by Animal Mother), Kev (by Corey) and Corey (by Kev)",N/A,N/A,"What movie would Jason and Haitch cover if they were on ADP, and what move would Kev and Mckenzie cover on EH? (Corey playing Kev)",Yoda,The space slug in the asteroid,Boba Fett,Boba Fett (Kev playing Corey),EPISODE 250. JASON CONCEPCION. THE EMPIRE STRIKES BACK. THE GREATEST LETTERS SEGMENT IN THE HISTORY OF PODCASTS. YES.,https://www.patreon.com/posts/episode-250-back-128092542,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1746320439524-57526b166d78d.jpg,https://letterboxd.com/film/the-empire-strikes-back/,https://www.imdb.com/title/tt0080684/?ref_=ext_shr_lnk
EH,8,251,251,BONUS: Andor Season 2 Ep7-Ep9 Welcome to the Rebellion (2025),45785,0.06708333333333333,"=G263/TIME(0,0,60)",birria,None,13,5,"These episodes HIT HARD
- Yavin 4 - Nice payoff for the year-long jumps. You can see that the rebellion is getting things together
- The Force healer - such a deft way to pull in more of the Fantasy side of Star Wars into this grounded series. 
- Gilroy has a fairly narrow canvas to paint in the SW story writ large, and he has been able to tell the Covert Action/rebellion side, that fits in the overall Star Wars canon, while also landing the metanarrative standpoint to do some interesting storytelling
- Ghorman with Dedra and Syril - a classic Gilroy theme of corruptible people in corrupt systems, unable to escape the gears of the machine. 
- Ghorman Production Design is the best in Star Wars history
- ""This show should win every award.""- Jason
- The Ghorman Massacre - ""I don't think we've seen anything so kinetically violent in Star Wars"" - Jason (Especially on the KX Droids)
- Andor/Karn fight is brutal, then ""Who are you?"" RIP Syril Karn
- Mon Mothma speech incredibly timely - could have been delivered in DC today - ""Loss of Objective Truth,"" ""Yes, Genocide,"" and the ""Loudest Monster"" Palpatine
- Bix leaves Cassian - ""I'm choosing for the both of us, I'm choosing for the rebellion.""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/bonus-andor-2-to-128420768,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1746681118878-29f2cde8b5301.jpg,,https://www.imdb.com/title/tt9253284/?ref_=ext_shr_lnk
EH,8,252,252,Rear Window (1954),45788,0.08489583333333334,"=G264/TIME(0,0,60)",birria,Ryan Condal,39,16,"Condal talks about his recent purchase of the Han Solo Empire Strikes Back jacket
- Guys talk about pod video, and Haitch is described as 'Shotgun Dobby""
- First Hitchcock for the Pod
- Condal has a great eye for everything Hitchcock did in this film, technically and narratively
- Jimmy Stewart is great in this movie, but it's totally unbelievable he would have trouble falling in love with Grace Kelly
- Condal - ""Helen of Troy move over, Grace Kelly in Rear Window, do better""
- Jason on Kelly - ""A transdimensional being if pure light and grace""
- Condal talks about Hitchcock dressing Thorvald up to look like David O Selznick who he hated - a big scandal in 1954
- Watch Talk - about Jeff's watch in the movie and Ryan's love of Daytonas
- Letters - Mr Java (Every Morning, Sugar Ray parody), Lizzen, Animal Mother, Truthsayer, Kev, Corey",Bone Spurs and Torn Achilles,Jason still cancer-free 1 year after tumor surgery,Have you ever been witness to a crime?,Stella,Miss Lonely Hearts,Miss Lonely Hearts,Miss Lonely Hearts,,https://www.patreon.com/posts/rear-window-1954-128611061,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1746884018328-2e7d18d4d63a2.jpg,https://letterboxd.com/film/rear-window/,https://www.imdb.com/title/tt0047396/
